,a,b
36551,11.6,22.63
36552,5.28,1.02
36553,9.17,2.06
36554,11.14,0.03
36555,7.59,54.92
36556,7.07,2.1
36557,9.54,1.05
36558,10.85,1.54
36559,12.03,0.46
36560,10.35,0.11
36561,10.33,0.22
36562,11.06,1.55
36563,8.13,15.64
36564,11.92,0.05
36565,10.72,12.53
36566,7.96,1.8
36567,9.25,14.78
36568,9.25,1.04
36569,10.47,0.07
36570,14.67,0.35
36571,10.26,0.02
36572,9.4,0.04
36573,7.32,10.92
36574,10.16,0.41
36575,8.68,2.24
36576,10.29,1.81
36577,10.8,1.95
36578,4.95,0.03
36579,10.39,52.97
36580,10.0,0.96
36581,14.99,0.57
36582,8.25,5.93
36583,6.41,2.03
36584,8.52,3.22
36585,10.64,0.06
36586,8.88,0.09
36587,12.03,6.73
36588,12.55,3.33
36589,10.08,0.06
36590,7.82,0.69
36591,8.09,1.13
36592,10.33,0.07
36593,7.19,0.1
36594,9.45,4.44
36595,11.33,7.25
36596,7.98,0.1
36597,10.04,4.73
36598,9.46,0.27
36599,12.16,0.01
36600,10.9,0.21
36601,10.89,0.05
36602,10.04,1.17
36603,11.6,0.65
36604,9.78,0.5
36605,12.32,14.14
36606,7.96,0.45
36607,9.82,0.06
36608,7.54,26.1
36609,12.93,1.58
36610,11.28,0.12
36611,9.9,1.01
36612,7.0,0.21
36613,8.8,0.17
36614,11.52,1.9
36615,11.09,25.03
36616,9.43,17.79
36617,6.31,8.14
36618,9.9,24.16
36619,9.82,2.07
36620,12.59,0.48
36621,10.66,0.13
36622,8.55,0.25
36623,7.75,0.01
36624,10.81,21.6
36625,8.56,0.03
36626,10.46,1.45
36627,12.54,1.36
36628,13.06,1.61
36629,13.03,3.0
36630,7.81,1.01
36631,13.59,0.09
36632,9.54,11.55
36633,10.53,0.59
36634,8.07,1.13
36635,5.3,0.29
36636,7.04,0.08
36637,10.57,2.62
36638,11.08,2.38
36639,6.37,2.79
36640,10.74,12.5
36641,12.95,0.91
36642,6.46,2.47
36643,9.89,8.45
36644,11.38,0.19
36645,13.07,0.43
36646,7.07,1.02
36647,12.13,0.88
36648,9.24,2.63
36649,12.95,0.11
36650,8.42,0.28
36651,10.45,0.86
36652,9.61,0.41
36653,13.2,4.74
36654,8.4,0.11
36655,9.83,0.63
36656,11.34,0.84
36657,10.47,3.29
36658,12.02,4.86
36659,8.93,7.08
36660,9.11,2.4
36661,5.74,0.51
36662,8.3,0.18
36663,10.96,1.04
36664,7.1,6.93
36665,9.69,2.37
36666,7.97,0.18
36667,11.14,1.97
36668,11.93,3.51
36669,9.56,0.03
36670,9.69,0.14
36671,10.27,1.74
36672,12.12,3.91
36673,11.24,0.78
36674,12.35,40.56
36675,11.19,0.04
36676,10.6,0.19
36677,9.56,0.3
36678,6.71,0.23
36679,11.26,0.28
36680,10.28,2.19
36681,12.08,0.2
36682,14.77,1.52
36683,9.34,11.83
36684,7.9,2.35
36685,6.45,0.2
36686,12.03,0.12
36687,8.33,2.93
36688,11.5,4.15
36689,9.97,1.23
36690,9.6,1.92
36691,11.92,23.07
36692,7.55,21.11
36693,9.88,0.48
36694,10.26,11.72
36695,10.12,0.48
36696,10.9,1.78
36697,10.59,0.52
36698,11.42,3.64
36699,8.82,5.19
36700,12.31,0.37
36701,10.44,0.75
36702,9.57,0.32
36703,14.16,4.8
36704,9.61,0.32
36705,10.83,0.87
36706,10.62,64.11
36707,6.72,5.34
36708,10.48,11.38
36709,8.67,0.82
36710,9.76,0.09
36711,10.63,0.37
36712,12.43,0.05
36713,11.4,3.38
36714,9.33,5.13
36715,11.41,5.04
36716,7.65,0.2
36717,8.69,29.98
36718,8.81,0.08
36719,9.32,0.32
36720,12.58,6.51
36721,11.42,2.48
36722,8.51,0.3
36723,11.16,0.35
36724,14.88,4.46
36725,11.89,0.08
36726,10.55,8.87
36727,10.87,0.01
36728,12.07,0.45
36729,10.76,59.73
36730,6.31,5.11
36731,9.47,1.08
36732,8.81,0.54
36733,8.25,68.17
36734,9.93,0.27
36735,9.74,0.01
36736,7.77,3.38
36737,8.43,0.1
36738,10.2,0.37
36739,5.86,3.24
36740,10.06,0.3
36741,7.75,0.94
36742,11.02,2.02
36743,7.7,0.23
36744,13.94,0.01
36745,11.34,22.43
36746,9.78,0.04
36747,6.07,8.93
36748,11.8,1.91
36749,7.99,0.36
36750,10.97,20.97
36751,8.55,1.03
36752,11.74,4.23
36753,12.58,1.82
36754,13.91,0.34
36755,12.54,0.1
36756,8.1,4.34
36757,9.38,1.95
36758,10.57,2.03
36759,9.74,2.42
36760,13.42,3.88
36761,11.0,6.55
36762,11.04,0.07
36763,9.2,0.07
36764,12.12,2.35
36765,13.94,0.36
36766,7.62,1.74
36767,9.34,17.55
36768,8.16,0.19
36769,12.36,0.35
36770,10.98,5.98
36771,10.03,2.96
36772,14.42,14.6
36773,8.58,0.7
36774,10.4,4.1
36775,9.6,8.5
36776,8.94,19.54
36777,14.3,0.08
36778,10.17,4.22
36779,11.37,3.83
36780,11.33,0.19
36781,8.43,0.14
36782,8.18,5.7
36783,9.97,0.08
36784,12.14,0.89
36785,10.23,0.6
36786,12.23,0.78
36787,7.46,11.98
36788,11.17,0.5
36789,10.05,2.21
36790,10.15,0.32
36791,9.73,37.77
36792,9.1,0.18
36793,10.36,0.05
36794,10.0,1.06
36795,8.69,9.12
36796,12.84,0.01
36797,9.97,2.22
36798,9.42,18.14
36799,10.44,7.37
36800,6.93,0.13
36801,9.3,0.71
36802,9.13,0.01
36803,7.26,17.14
36804,8.41,2.95
36805,9.86,0.62
36806,11.59,0.63
36807,11.33,6.98
36808,10.44,4.67
36809,10.69,0.1
36810,11.33,16.11
36811,9.18,0.66
36812,11.1,0.18
36813,11.15,5.52
36814,9.98,0.06
36815,11.03,0.3
36816,9.23,0.03
36817,9.25,0.28
36818,12.03,5.73
36819,7.39,0.09
36820,11.64,3.49
36821,11.94,12.56
36822,12.4,0.02
36823,9.4,0.11
36824,6.1,1.56
36825,10.57,0.45
36826,9.92,0.02
36827,11.02,0.97
36828,8.04,0.03
36829,12.88,2.92
36830,7.88,7.69
36831,6.76,1.88
36832,12.27,0.3
36833,7.08,2.71
36834,7.46,0.17
36835,8.23,0.25
36836,9.82,10.79
36837,8.5,0.03
36838,12.31,11.39
36839,11.22,10.05
36840,10.85,1.51
36841,10.04,0.51
36842,7.39,0.1
36843,10.48,0.53
36844,13.14,1.94
36845,8.63,0.73
36846,11.59,1.71
36847,7.67,11.62
36848,13.17,0.02
36849,11.44,40.14
36850,11.09,0.23
36851,9.73,1.38
36852,10.11,9.67
36853,8.27,0.24
36854,6.2,0.45
36855,16.06,0.39
36856,8.14,0.16
36857,8.93,1.19
36858,10.38,3.2
36859,9.44,1.79
36860,7.95,1.8
36861,11.22,0.12
36862,12.9,2.67
36863,9.73,4.89
36864,10.62,22.74
36865,9.57,14.44
36866,8.79,0.17
36867,10.68,0.17
36868,10.34,0.47
36869,10.62,1.33
36870,8.15,1.13
36871,10.4,0.02
36872,11.13,4.35
36873,12.5,0.33
36874,10.03,0.21
36875,10.34,0.13
36876,9.42,34.55
36877,11.13,3.96
36878,9.4,4.24
36879,8.76,2.48
36880,14.18,0.14
36881,8.79,0.01
36882,10.09,0.21
36883,9.18,67.73
36884,9.0,0.85
36885,13.3,0.57
36886,10.98,1.88
36887,13.58,1.26
36888,9.69,3.68
36889,8.72,6.97
36890,10.3,2.71
36891,13.58,0.28
36892,11.12,0.67
36893,10.89,1.6
36894,7.29,2.31
36895,10.59,12.25
36896,10.42,0.74
36897,10.48,6.81
36898,12.81,0.63
36899,14.44,1.57
36900,7.97,0.99
36901,9.52,0.18
36902,10.32,0.49
36903,8.72,0.02
36904,9.13,0.39
36905,10.6,1.22
36906,9.42,15.48
36907,12.87,0.51
36908,6.64,0.41
36909,9.75,0.54
36910,11.14,0.71
36911,10.71,9.88
36912,13.43,0.12
36913,5.94,0.85
36914,7.73,159.1
36915,9.22,0.02
36916,5.7,0.68
36917,12.03,0.1
36918,7.84,8.74
36919,6.66,8.66
36920,8.88,1.14
36921,12.63,576.24
36922,5.05,0.32
36923,8.64,0.0
36924,12.59,2.92
36925,9.27,11.39
36926,8.18,0.88
36927,7.57,14.01
36928,11.97,0.05
36929,10.9,27.73
36930,7.45,0.76
36931,8.39,4.9
36932,9.8,1.25
36933,7.89,13.18
36934,9.4,5.57
36935,10.43,0.13
36936,12.4,9.85
36937,15.72,9.81
36938,12.07,0.86
36939,9.55,2.33
36940,12.39,3.94
36941,11.16,1.75
36942,11.66,0.55
36943,13.91,13.83
36944,9.46,3.34
36945,9.45,0.14
36946,8.45,31.06
36947,5.64,0.01
36948,7.99,0.51
36949,10.46,1.55
36950,11.2,0.05
36951,7.86,0.19
36952,8.9,0.18
36953,9.99,2.62
36954,6.17,0.48
36955,12.59,0.09
36956,9.2,1.98
36957,12.1,10.83
36958,9.41,480.5
36959,8.33,2.17
36960,10.09,3.56
36961,11.94,7.86
36962,10.65,0.79
36963,13.55,24.6
36964,7.98,8.44
36965,8.63,2.91
36966,11.13,0.1
36967,10.95,0.51
36968,10.27,7.89
36969,6.06,3.67
36970,8.69,0.13
36971,10.99,0.58
36972,9.02,1.98
36973,11.1,3.98
36974,7.04,12.33
36975,9.14,1.23
36976,11.15,3.64
36977,10.23,2.08
36978,10.36,0.21
36979,11.12,0.04
36980,11.18,0.1
36981,10.29,6.8
36982,15.38,0.86
36983,8.51,0.26
36984,10.14,0.45
36985,8.79,13.72
36986,10.19,0.47
36987,14.86,0.22
36988,12.58,31.42
36989,12.89,6.95
36990,12.93,6.29
36991,8.08,3.72
36992,9.83,0.24
36993,7.26,1.77
36994,7.48,4.15
36995,11.49,4.07
36996,6.66,4.19
36997,8.61,0.08
36998,10.17,8.87
36999,10.41,0.71
37000,10.09,4.49
37001,12.34,1.98
37002,13.53,0.16
37003,9.54,1.26
37004,13.75,0.1
37005,11.12,0.97
37006,11.69,0.07
37007,12.7,0.88
37008,7.66,4.25
37009,14.65,4.0
37010,12.51,6.51
37011,9.33,0.71
37012,10.87,0.14
37013,8.69,0.09
37014,11.97,3.01
37015,7.28,3.19
37016,8.34,0.23
37017,10.12,0.4
37018,11.99,0.45
37019,9.81,0.11
37020,8.29,0.16
37021,8.19,1.18
37022,5.3,0.1
37023,9.62,0.49
37024,12.86,0.01
37025,7.89,3.14
37026,11.15,0.15
37027,7.42,9.81
37028,10.69,0.06
37029,5.73,2.25
37030,9.56,0.42
37031,7.94,9.65
37032,5.05,10.02
37033,10.39,2.67
37034,7.95,0.59
37035,9.33,2.43
37036,11.77,1.23
37037,9.64,0.12
37038,11.3,1.03
37039,9.74,0.08
37040,11.51,0.12
37041,11.16,0.03
37042,10.37,0.0
37043,9.46,20.94
37044,10.37,2.85
37045,6.95,0.14
37046,6.43,0.63
37047,8.38,0.17
37048,8.23,0.39
37049,9.16,10.45
37050,9.7,0.01
37051,12.44,5.28
37052,10.0,0.01
37053,12.73,0.11
37054,12.22,0.11
37055,8.09,10.86
37056,5.32,0.53
37057,7.68,0.24
37058,9.47,12.03
37059,7.99,1.58
37060,9.85,0.32
37061,10.01,1.24
37062,10.02,0.15
37063,11.49,1.34
37064,11.47,0.48
37065,7.72,0.01
37066,8.37,3.27
37067,6.8,0.02
37068,7.94,0.05
37069,8.39,4.41
37070,8.82,3.71
37071,11.42,5.01
37072,7.06,5.68
37073,9.35,0.64
37074,11.53,0.42
37075,11.35,0.82
37076,10.28,0.04
37077,9.33,0.66
37078,10.93,3.33
37079,9.04,26.68
37080,8.47,5.4
37081,12.01,0.23
37082,7.59,11.15
37083,11.94,0.03
37084,9.3,0.26
37085,10.84,1.53
37086,7.98,2.14
37087,9.88,2.13
37088,9.74,1.12
37089,9.9,0.24
37090,10.92,0.15
37091,11.57,3.94
37092,10.84,3.72
37093,8.61,0.13
37094,11.18,10.08
37095,7.5,0.01
37096,9.94,0.01
37097,8.82,0.17
37098,12.61,0.92
37099,9.12,0.02
37100,10.08,0.88
37101,9.36,0.17
37102,10.76,0.06
37103,7.65,1.17
37104,10.14,0.85
37105,7.03,15.66
37106,8.56,0.07
37107,9.88,255.25
37108,7.63,0.77
37109,9.89,0.14
37110,9.98,0.29
37111,9.95,0.18
37112,7.31,0.3
37113,8.87,22.32
37114,11.36,0.46
37115,12.34,0.04
37116,14.63,0.07
37117,8.8,0.02
37118,10.06,3.55
37119,10.23,0.6
37120,9.22,0.21
37121,12.05,0.85
37122,10.03,6.91
37123,12.97,0.09
37124,14.82,1.9
37125,12.05,0.16
37126,8.62,2.7
37127,10.13,3.27
37128,7.0,0.98
37129,11.59,1236.98
37130,11.93,4.05
37131,11.41,0.34
37132,7.37,0.09
37133,8.8,0.93
37134,11.49,0.04
37135,10.44,11.24
37136,7.52,0.01
37137,10.21,0.83
37138,11.85,0.04
37139,8.13,0.06
37140,12.17,3.22
37141,10.75,0.5
37142,10.79,0.98
37143,10.35,0.53
37144,8.65,0.03
37145,9.1,0.08
37146,7.49,1.28
37147,9.03,9.74
37148,11.8,0.94
37149,9.22,0.31
37150,9.28,1.05
37151,8.8,0.02
37152,15.77,41.51
37153,10.82,52.06
37154,6.91,0.45
37155,8.6,1.62
37156,13.56,0.27
37157,8.51,0.96
37158,10.98,0.05
37159,7.5,6.11
37160,5.25,1.09
37161,9.72,4.8
37162,9.25,1.16
37163,13.14,0.31
37164,9.19,0.42
37165,4.6,0.12
37166,8.78,1.63
37167,11.24,0.97
37168,10.56,0.04
37169,4.67,0.7
37170,9.26,0.35
37171,11.55,0.19
37172,6.89,0.22
37173,10.42,0.51
37174,12.82,0.02
37175,11.55,8.9
37176,10.99,2.44
37177,11.17,0.6
37178,10.52,40.43
37179,8.43,0.3
37180,11.14,0.04
37181,8.45,0.52
37182,7.74,0.29
37183,8.07,3.52
37184,12.71,1.11
37185,9.82,0.28
37186,9.23,1.64
37187,13.0,2.32
37188,10.43,8.43
37189,11.02,0.72
37190,12.17,11.13
37191,9.18,16.36
37192,9.65,6.16
37193,9.6,0.98
37194,10.99,0.08
37195,9.96,0.54
37196,8.29,0.15
37197,10.47,1.06
37198,10.28,21.39
37199,10.83,5.56
37200,8.47,1.26
37201,11.37,6.1
37202,10.16,0.2
37203,9.67,3.05
37204,10.64,1.63
37205,10.45,0.0
37206,6.6,15.24
37207,11.32,0.28
37208,7.7,0.6
37209,7.29,0.36
37210,15.19,0.11
37211,9.54,5.16
37212,9.46,0.01
37213,13.49,0.09
37214,10.16,0.29
37215,5.52,2.2
37216,12.76,91.84
37217,7.25,0.07
37218,11.1,1.26
37219,9.22,0.43
37220,11.53,0.26
37221,11.78,3.21
37222,9.89,0.09
37223,9.23,52.98
37224,6.35,1.23
37225,10.37,0.01
37226,10.9,0.14
37227,7.56,5.07
37228,8.39,4.29
37229,4.85,5.55
37230,13.65,0.44
37231,6.05,4.22
37232,7.41,661.87
37233,8.72,2.44
37234,10.43,1.01
37235,7.61,0.45
37236,8.65,0.17
37237,8.6,0.14
37238,5.43,0.69
37239,11.05,1.08
37240,9.64,0.1
37241,8.34,0.01
37242,11.32,3.09
37243,10.1,0.2
37244,8.75,1.92
37245,10.14,0.68
37246,13.34,0.1
37247,10.26,3.29
37248,8.34,1.84
37249,9.95,18.16
37250,9.72,1.67
37251,12.94,4.9
37252,7.62,0.54
37253,10.94,8.18
37254,7.76,0.12
37255,13.59,4.07
37256,12.2,0.01
37257,7.72,1.35
37258,10.44,1.19
37259,13.13,0.19
37260,10.99,2.42
37261,8.93,76.75
37262,9.33,1.95
37263,7.98,0.11
37264,5.36,4.3
37265,8.34,4.67
37266,8.48,0.02
37267,11.49,0.53
37268,14.55,0.75
37269,8.35,0.31
37270,8.06,0.7
37271,11.69,29.95
37272,9.18,2.33
37273,8.96,0.06
37274,9.87,1.66
37275,9.85,5.05
37276,12.14,4.49
37277,12.93,4.7
37278,13.57,0.31
37279,8.94,0.34
37280,7.6,0.56
37281,13.11,6.95
37282,8.56,0.17
37283,7.86,50.51
37284,7.96,0.09
37285,9.81,0.18
37286,10.5,0.22
37287,9.31,0.44
37288,8.7,9.57
37289,9.04,3.66
37290,8.03,1.53
37291,7.92,0.5
37292,7.03,7.17
37293,9.88,1.84
37294,12.35,0.76
37295,9.38,1.04
37296,3.85,0.21
37297,8.44,0.41
37298,7.88,1.31
37299,10.24,2.65
37300,9.77,0.36
37301,9.61,5.91
37302,15.95,1.09
37303,12.98,0.07
37304,6.91,1.19
37305,8.88,1.3
37306,12.43,21.0
37307,7.14,0.11
37308,10.75,6.62
37309,10.84,0.11
37310,9.86,2.26
37311,8.78,0.07
37312,10.75,1.63
37313,8.12,2.91
37314,8.7,0.55
37315,12.69,28.23
37316,7.68,0.45
37317,11.78,0.29
37318,9.89,2.61
37319,9.53,0.11
37320,7.06,0.13
37321,9.74,0.13
37322,11.05,0.07
37323,12.19,0.18
37324,9.37,0.78
37325,10.13,0.11
37326,5.26,0.5
37327,8.31,3.12
37328,10.47,0.2
37329,9.29,28.92
37330,12.65,0.67
37331,10.11,21.68
37332,8.09,0.17
37333,11.57,7.38
37334,9.6,6.75
37335,11.24,3.49
37336,12.15,8.7
37337,11.75,0.04
37338,11.87,57.35
37339,13.45,11.87
37340,10.57,4.37
37341,9.65,1.42
37342,10.65,8.68
37343,10.37,0.96
37344,10.56,6.13
37345,6.46,1.75
37346,12.55,0.03
37347,7.31,0.38
37348,10.24,0.14
37349,12.62,0.96
37350,8.33,0.01
37351,7.99,0.1
37352,11.56,1.11
37353,9.13,0.28
37354,9.58,0.05
37355,8.41,0.26
37356,11.2,1.47
37357,10.83,3.77
37358,10.62,0.53
37359,11.05,12.71
37360,14.95,0.16
37361,11.19,0.19
37362,12.86,0.85
37363,7.69,1.7
37364,7.44,3.63
37365,10.51,19.36
37366,9.38,0.38
37367,9.01,0.98
37368,9.46,5.13
37369,7.99,0.15
37370,10.17,165.31
37371,10.73,0.04
37372,13.08,1.63
37373,12.79,4.45
37374,7.65,9.3
37375,10.23,7.44
37376,5.14,0.55
37377,7.31,0.73
37378,9.63,0.42
37379,10.05,0.01
37380,11.7,4.63
37381,11.17,9.26
37382,8.17,0.17
37383,10.27,0.25
37384,10.75,6.32
37385,11.01,0.85
37386,9.42,0.62
37387,10.68,6.18
37388,8.22,0.37
37389,8.99,3.81
37390,12.49,1.82
37391,8.19,0.84
37392,10.87,24.23
37393,9.55,0.24
37394,11.68,19.78
37395,7.25,0.8
37396,8.05,36.28
37397,14.44,3.74
37398,9.53,2.82
37399,10.18,6.39
37400,10.88,11.18
37401,10.33,1.34
37402,11.31,6.23
37403,9.26,0.42
37404,11.45,0.49
37405,7.11,5.16
37406,13.77,1.1
37407,11.53,0.12
37408,11.26,27.9
37409,8.21,1.06
37410,9.98,0.07
37411,11.29,2.16
37412,11.69,7.87
37413,11.68,7.77
37414,9.75,0.12
37415,10.59,0.5
37416,10.46,0.09
37417,9.67,0.81
37418,8.25,0.93
37419,12.19,0.62
37420,10.94,0.61
37421,10.27,0.09
37422,8.71,1.51
37423,10.95,0.74
37424,8.96,0.13
37425,13.19,1.11
37426,11.17,0.69
37427,9.02,0.12
37428,10.85,0.72
37429,13.29,0.01
37430,12.3,0.02
37431,11.09,0.96
37432,15.08,1.88
37433,12.02,0.03
37434,9.38,6.19
37435,10.71,0.01
37436,11.15,1.82
37437,11.2,2.47
37438,8.48,88.05
37439,8.71,1.69
37440,13.53,0.09
37441,9.04,0.38
37442,10.06,7.25
37443,10.01,0.28
37444,12.66,0.52
37445,12.72,0.05
37446,8.63,3.89
37447,9.49,0.47
37448,8.73,2.95
37449,11.25,14.29
37450,9.21,4.87
37451,5.8,1.87
37452,9.87,0.2
37453,9.75,2.02
37454,6.72,0.14
37455,10.35,1.02
37456,9.28,9.6
37457,7.7,0.01
37458,10.77,0.06
37459,9.57,0.03
37460,14.67,12.97
37461,9.69,1.25
37462,11.46,0.26
37463,12.72,7.49
37464,13.05,30.06
37465,9.89,7.73
37466,8.75,31.43
37467,12.53,61.3
37468,7.95,0.2
37469,13.82,5.98
37470,12.12,0.41
37471,13.61,3.7
37472,7.77,24.38
37473,9.61,1.41
37474,10.16,0.88
37475,9.07,0.12
37476,7.32,3.06
37477,8.55,1.35
37478,10.0,45.77
37479,10.14,1.61
37480,8.95,3.18
37481,9.18,11.57
37482,11.58,2.0
37483,9.87,6.26
37484,8.75,1.91
37485,7.09,12.47
37486,11.13,0.13
37487,10.77,0.09
37488,9.83,1.22
37489,8.08,1.61
37490,7.19,2.09
37491,12.02,1.23
37492,9.38,2.24
37493,8.33,3.34
37494,7.35,2.85
37495,12.74,0.29
37496,7.71,0.95
37497,11.92,4.65
37498,13.68,0.92
37499,12.52,0.14
37500,10.94,0.19
37501,12.25,0.12
37502,11.38,0.11
37503,12.97,0.47
37504,9.89,3.03
37505,12.17,0.14
37506,9.37,27.89
37507,6.86,0.32
37508,10.22,28.48
37509,11.79,0.86
37510,9.34,0.21
37511,10.57,0.21
37512,5.47,0.38
37513,9.27,0.03
37514,11.22,0.04
37515,8.96,0.09
37516,12.35,4.18
37517,8.84,19.82
37518,10.21,1.46
37519,13.98,0.15
37520,9.63,6.9
37521,11.53,0.02
37522,8.77,0.21
37523,11.83,2.45
37524,8.89,1.47
37525,12.38,0.87
37526,9.47,0.02
37527,9.99,0.36
37528,11.09,1.0
37529,11.71,1.74
37530,9.65,0.11
37531,10.65,2.41
37532,9.28,9.08
37533,8.93,4.52
37534,12.13,0.58
37535,12.05,0.28
37536,8.6,0.04
37537,13.98,0.44
37538,7.19,36.06
37539,11.46,0.03
37540,9.41,1.52
37541,14.21,0.12
37542,12.15,0.34
37543,14.39,0.08
37544,8.37,0.06
37545,6.43,8.74
37546,5.97,3.97
37547,9.12,14.64
37548,8.06,0.74
37549,7.3,7.49
37550,14.95,6.5
37551,10.37,0.36
37552,7.51,0.1
37553,8.82,6.51
37554,14.68,0.82
37555,13.69,0.57
37556,8.21,0.39
37557,8.1,0.04
37558,12.5,0.18
37559,11.29,0.17
37560,5.0,0.27
37561,8.46,0.21
37562,10.09,0.24
37563,8.0,0.07
37564,10.67,0.02
37565,12.94,8.9
37566,7.91,0.07
37567,7.12,0.05
37568,10.92,0.06
37569,10.98,1.62
37570,7.66,0.75
37571,10.18,0.08
37572,9.92,1.13
37573,9.92,0.38
37574,11.01,5.21
37575,11.34,150.31
37576,8.19,0.28
37577,11.36,0.18
37578,14.62,1.8
37579,10.95,30.08
37580,8.94,0.18
37581,7.48,0.14
37582,11.1,0.21
37583,11.26,6.62
37584,5.5,2.32
37585,10.46,1.02
37586,6.57,0.1
37587,7.89,38.2
37588,8.04,1.38
37589,12.79,0.17
37590,11.45,4.65
37591,8.68,2.1
37592,9.71,1.49
37593,5.9,1.66
37594,8.56,3.18
37595,11.26,42.23
37596,9.19,11.38
37597,10.68,9.13
37598,5.31,0.2
37599,7.89,0.01
37600,9.66,2.37
37601,7.87,1.15
37602,11.2,9.33
37603,9.01,0.3
37604,6.34,0.29
37605,11.75,1.2
37606,13.03,0.18
37607,9.53,0.88
37608,9.47,0.15
37609,5.75,0.58
37610,11.33,5.6
37611,10.96,0.36
37612,8.34,0.22
37613,12.4,0.45
37614,9.44,4.84
37615,4.24,0.28
37616,12.31,0.48
37617,8.57,1.23
37618,15.04,0.25
37619,9.69,0.22
37620,11.77,4200.14
37621,9.12,0.14
37622,10.29,1.44
37623,8.29,0.63
37624,9.32,0.0
37625,10.1,0.07
37626,10.27,1.2
37627,6.36,0.12
37628,11.12,0.03
37629,12.68,0.51
37630,9.47,1.49
37631,8.88,2.24
37632,8.59,0.19
37633,11.36,3.37
37634,13.37,0.75
37635,10.75,0.08
37636,10.1,0.5
37637,12.95,0.1
37638,10.79,2.56
37639,8.15,0.28
37640,10.64,2.5
37641,11.36,0.02
37642,10.1,5.03
37643,10.15,10.34
37644,7.99,1.58
37645,10.22,0.6
37646,9.2,11.61
37647,12.31,0.54
37648,11.66,0.03
37649,8.63,0.02
37650,9.95,2.89
37651,12.02,0.09
37652,13.69,0.33
37653,10.63,6.1
37654,7.64,0.17
37655,10.8,0.11
37656,8.66,6.69
37657,11.61,0.08
37658,9.76,0.86
37659,9.63,0.15
37660,7.39,0.49
37661,8.51,2.3
37662,8.32,1.27
37663,10.09,0.01
37664,8.38,7.35
37665,9.75,1.56
37666,7.17,1.02
37667,9.71,6.88
37668,9.58,1.92
37669,5.99,0.01
37670,9.09,4.34
37671,12.3,2.87
37672,9.06,0.05
37673,11.36,0.05
37674,5.16,2.8
37675,10.29,0.4
37676,10.55,0.17
37677,7.67,2.32
37678,13.92,0.23
37679,13.69,0.02
37680,12.23,0.27
37681,9.56,11.13
37682,8.03,0.02
37683,8.69,0.83
37684,11.35,0.43
37685,7.95,9.32
37686,10.43,8.0
37687,10.0,2.53
37688,11.03,1.55
37689,9.32,0.08
37690,7.31,0.03
37691,10.81,0.31
37692,9.08,0.06
37693,7.61,0.18
37694,11.27,0.09
37695,11.19,0.12
37696,7.78,0.16
37697,12.5,15.14
37698,10.61,0.39
37699,10.97,0.51
37700,10.82,0.56
37701,10.78,0.28
37702,13.61,8.29
37703,11.66,0.13
37704,12.09,13.14
37705,9.41,1.52
37706,9.23,3.68
37707,11.81,0.06
37708,11.57,6.01
37709,12.77,5.48
37710,9.93,1.94
37711,9.6,4.64
37712,5.83,0.83
37713,9.9,47.1
37714,7.06,2.49
37715,7.1,0.02
37716,10.12,6.09
37717,10.16,63.23
37718,9.12,25.48
37719,8.42,1.32
37720,9.56,0.09
37721,9.4,0.18
37722,9.4,0.79
37723,7.15,1.55
37724,11.51,0.65
37725,9.87,0.23
37726,5.93,6.87
37727,10.43,0.02
37728,9.81,0.52
37729,11.33,0.39
37730,10.97,2.73
37731,11.34,0.87
37732,7.6,0.93
37733,6.61,0.95
37734,10.35,0.71
37735,12.45,0.1
37736,8.13,3.78
37737,8.9,5.26
37738,9.18,2.06
37739,10.92,0.41
37740,11.05,2.57
37741,8.42,1.12
37742,9.34,0.01
37743,8.5,1.35
37744,11.52,33.7
37745,11.74,0.11
37746,11.25,0.14
37747,7.68,5.88
37748,9.87,8.6
37749,7.5,0.77
37750,14.51,0.05
37751,7.22,22.57
37752,9.59,8.32
37753,11.11,0.39
37754,10.32,0.55
37755,10.77,0.01
37756,9.6,0.03
37757,8.59,9.29
37758,15.41,12.29
37759,11.32,0.43
37760,11.09,0.57
37761,7.77,10.54
37762,7.87,1.16
37763,9.7,0.43
37764,7.91,1.26
37765,13.16,200.22
37766,11.93,0.69
37767,4.87,0.55
37768,12.25,0.42
37769,8.0,5.88
37770,11.53,0.54
37771,12.11,27.08
37772,6.76,0.01
37773,7.91,0.1
37774,9.32,9.58
37775,8.6,0.05
37776,11.79,0.52
37777,10.66,15.58
37778,10.28,0.09
37779,11.14,0.1
37780,7.6,0.17
37781,9.22,0.05
37782,9.4,0.11
37783,10.23,0.1
37784,9.64,0.13
37785,13.37,4.38
37786,10.68,0.03
37787,10.55,0.16
37788,11.78,39.73
37789,6.35,0.68
37790,9.89,19.38
37791,11.72,73.64
37792,6.27,24.63
37793,9.74,0.11
37794,9.6,0.21
37795,9.99,4.21
37796,10.93,4.86
37797,8.8,0.54
37798,12.23,0.75
37799,11.28,5.58
37800,11.62,23.23
37801,13.77,4.21
37802,8.82,0.22
37803,8.37,0.36
37804,7.34,0.28
37805,10.65,19.25
37806,10.76,0.11
37807,7.6,0.52
37808,9.58,0.02
37809,8.72,0.1
37810,14.15,0.02
37811,10.04,0.1
37812,9.79,0.05
37813,7.92,1.78
37814,9.09,2.08
37815,7.97,0.05
37816,9.42,0.13
37817,8.68,4.04
37818,8.74,3.13
37819,7.48,0.69
37820,11.25,0.34
37821,9.43,1.63
37822,10.68,0.58
