,a,b
40742,0.21,2.38
40743,0.05,0.16
40744,7.39,1.3
40745,8.5,2.53
40746,6.34,0.56
40747,1.9,0.16
40748,8.66,0.6
40749,45.58,10.65
40750,0.06,0.27
40751,0.49,0.73
40752,5.34,1.22
40753,6.47,0.24
40754,1.46,65.05
40755,0.22,0.32
40756,1.71,58.23
40757,1.15,0.04
40758,2.64,0.4
40759,0.63,0.13
40760,0.67,1.24
40761,0.02,2.47
40762,21.26,0.62
40763,0.25,1.03
40764,4.29,0.8
40765,0.15,0.15
40766,0.35,14.74
40767,1.49,93.15
40768,0.1,2.55
40769,1.77,0.05
40770,0.13,2.07
40771,0.91,3.17
40772,394.6,0.71
40773,10.61,3.78
40774,0.11,16.77
40775,1.01,4.38
40776,1.02,0.05
40777,0.85,0.06
40778,7.17,7.87
40779,0.78,12.91
40780,0.01,1.38
40781,1.55,5.95
40782,5.64,3.98
40783,0.25,19.97
40784,24.49,2.18
40785,0.83,148.67
40786,5.7,0.1
40787,51.81,35.24
40788,11.21,0.08
40789,2.98,3.34
40790,0.63,109.79
40791,0.69,3.55
40792,1.02,4.56
40793,0.64,1.04
40794,1.47,0.03
40795,4.51,7.31
40796,1.98,60.47
40797,0.06,0.78
40798,0.19,2.99
40799,0.29,0.47
40800,2.13,0.06
40801,4.81,8.1
40802,12.07,0.96
40803,1.93,16.0
40804,0.78,0.59
40805,0.15,0.62
40806,0.03,20.19
40807,0.07,18.45
40808,3.2,0.16
40809,28.14,0.55
40810,63.74,2.22
40811,26.95,1.88
40812,3.5,0.51
40813,6.74,0.3
40814,1.29,3.59
40815,0.68,0.27
40816,14.98,0.05
40817,0.52,38.11
40818,1.78,1.91
40819,0.16,1.46
40820,2.45,0.08
40821,22.59,56.26
40822,2.87,0.52
40823,0.2,5.35
40824,0.06,0.4
40825,2.5,0.13
40826,726.66,7.87
40827,0.39,0.24
40828,0.57,4.43
40829,0.53,0.91
40830,2.05,0.49
40831,23.79,1.02
40832,0.81,76.5
40833,0.32,57.31
40834,0.02,0.61
40835,0.87,0.03
40836,0.5,0.74
40837,3.13,0.66
40838,204.93,0.7
40839,15.35,1.91
40840,5.95,0.17
40841,0.41,12.86
40842,1.88,0.67
40843,0.03,6.62
40844,6.38,0.52
40845,1.85,8.47
40846,20.34,0.26
40847,9.65,2.35
40848,0.29,0.04
40849,0.1,0.95
40850,1.95,0.99
40851,18.75,21.1
40852,0.55,61.13
40853,1.17,0.16
40854,28.01,5.08
40855,6.66,6.59
40856,5.41,0.01
40857,3.92,0.12
40858,0.17,0.19
40859,0.58,0.07
40860,1.05,8.39
40861,0.27,2.31
40862,0.14,6.27
40863,0.38,0.33
40864,0.19,12.82
40865,4.5,3.26
40866,2.89,0.19
40867,0.04,6.03
40868,46.96,0.36
40869,5.43,0.66
40870,0.03,0.71
40871,0.14,0.66
40872,0.19,6.14
40873,2.35,0.87
40874,0.56,2.84
40875,0.04,1.87
40876,1.36,0.04
40877,0.45,34.67
40878,0.3,0.33
40879,9.67,0.06
40880,1.79,1.08
40881,0.57,12.01
40882,0.08,2.29
40883,0.54,6.38
40884,0.35,2.72
40885,0.06,7.38
40886,0.09,66.2
40887,0.08,1.24
40888,17.36,25.49
40889,0.02,0.5
40890,0.49,0.63
40891,14.23,16.74
40892,4.04,6.48
40893,0.2,1.95
40894,38.22,26.78
40895,1.15,0.51
40896,0.01,1.46
40897,3.59,1.84
40898,0.03,9.36
40899,34.64,4.63
40900,0.43,0.06
40901,0.17,12.69
40902,2.37,0.96
40903,0.14,4.09
40904,0.05,16.22
40905,1.11,0.07
40906,1.41,52.63
40907,0.33,1.38
40908,0.33,1.94
40909,0.12,3.3
40910,0.14,2.02
40911,0.68,3.02
40912,0.06,0.79
40913,1.37,11.34
40914,0.37,11.18
40915,24.18,5.31
40916,10.79,0.07
40917,6.12,4.47
40918,0.73,7.91
40919,0.32,0.06
40920,0.48,0.03
40921,1.04,0.61
40922,96.42,0.36
40923,2.37,1.26
40924,0.12,0.57
40925,4.02,0.33
40926,0.22,1.94
40927,4.65,74.62
40928,0.1,0.63
40929,2.88,118.7
40930,2.34,3.9
40931,1.62,6.44
40932,3.06,18.01
40933,9.75,0.11
40934,0.62,1.38
40935,12.08,0.02
40936,34.36,4.97
40937,0.03,2.16
40938,0.11,0.61
40939,0.06,1.27
40940,1.12,0.68
40941,18.33,0.54
40942,43.56,0.0
40943,1.48,1.32
40944,2.54,0.56
40945,0.04,0.02
40946,0.3,0.63
40947,2.21,1.29
40948,2.81,0.75
40949,0.12,0.29
40950,2.19,16.57
40951,56.45,1.32
40952,0.17,2.24
40953,2.98,2.43
40954,11.96,0.76
40955,1.6,3.73
40956,6.33,0.02
40957,0.79,23.24
40958,0.2,0.08
40959,0.17,63.24
40960,1.44,0.33
40961,0.26,0.13
40962,0.05,0.41
40963,0.13,0.23
40964,0.82,0.25
40965,0.09,1.85
40966,0.18,2.18
40967,0.02,2.07
40968,0.34,2.68
40969,2.95,0.85
40970,1.6,0.04
40971,0.61,1.34
40972,0.64,0.07
40973,11.53,2.12
40974,0.28,8.24
40975,0.53,0.24
40976,13.67,15.5
40977,0.11,4.01
40978,20.64,1.97
40979,0.41,115.34
40980,0.28,6.28
40981,0.26,0.05
40982,0.07,2.08
40983,0.11,0.69
40984,3.64,0.45
40985,0.13,2.37
40986,0.49,7.35
40987,0.17,0.22
40988,2.0,0.25
40989,0.1,0.8
40990,0.4,0.35
40991,0.03,1.86
40992,25.91,8.67
40993,2.22,15.16
40994,3.78,4.08
40995,2.01,0.06
40996,4.95,0.07
40997,0.01,0.11
40998,0.48,0.96
40999,3.62,0.69
41000,0.62,0.21
41001,1.37,0.26
41002,0.02,0.38
41003,0.01,0.18
41004,0.01,30.42
41005,0.75,1.31
41006,0.04,11.59
41007,0.27,4.15
41008,2.44,0.86
41009,0.68,1.43
41010,0.31,1.2
41011,99.32,1.98
41012,0.05,8.65
41013,237.8,17.78
41014,0.12,1.09
41015,0.02,0.18
41016,0.07,0.46
41017,3.29,0.6
41018,79.68,9.41
41019,3.86,29.76
41020,3.68,0.05
41021,0.35,13.19
41022,0.06,18.82
41023,0.74,2.14
41024,0.16,0.36
41025,5.06,13.7
41026,1.24,0.18
41027,26.86,1.75
41028,0.3,1.2
41029,0.07,2.32
41030,0.04,2.32
41031,0.4,2.79
41032,0.0,0.27
41033,0.39,4.26
41034,2.75,10.17
41035,0.21,2.75
41036,0.11,1.54
41037,0.43,12.36
41038,14.6,0.32
41039,11.66,3.28
41040,2.85,0.12
41041,0.01,0.06
41042,0.19,15.59
41043,0.18,0.06
41044,42.59,0.08
41045,17.15,2.79
41046,12.34,3.18
41047,0.01,256.06
41048,0.21,2.2
41049,5.46,0.01
41050,0.63,1.44
41051,0.41,0.11
41052,0.51,0.02
41053,1.49,0.22
41054,0.36,1.62
41055,2.5,3.18
41056,0.08,2.52
41057,1.98,1.92
41058,0.13,0.23
41059,0.03,0.82
41060,6.86,0.42
41061,3.78,4.95
41062,0.87,53.86
41063,0.61,8.93
41064,0.12,0.59
41065,1.1,0.12
41066,0.16,8.39
41067,12.15,0.24
41068,4.8,11.9
41069,0.95,3.72
41070,4.55,4.58
41071,3.2,0.21
41072,6.29,0.43
41073,0.84,0.06
41074,9.54,32.48
41075,0.21,1.96
41076,0.09,0.19
41077,2.48,1.76
41078,0.0,1.53
41079,0.41,0.34
41080,0.67,1.15
41081,3.94,0.1
41082,0.29,0.64
41083,6.18,1.58
41084,2.89,5.03
41085,0.84,0.06
41086,500.36,1.83
41087,1.21,1.48
41088,0.07,0.14
41089,2.99,1.61
41090,15.49,0.05
41091,0.22,4.19
41092,0.46,1.02
41093,0.48,0.24
41094,12.67,4.34
41095,0.2,0.04
41096,0.82,0.28
41097,9.59,40.73
41098,0.89,32.74
41099,57.45,0.55
41100,0.61,0.11
41101,0.29,0.19
41102,2.07,0.62
41103,1.27,0.04
41104,0.51,0.2
41105,34.61,0.2
41106,0.05,18.87
41107,2.31,3.7
41108,0.04,12.51
41109,1.58,0.98
41110,6.45,0.76
41111,0.41,29.92
41112,0.29,1.75
41113,2.76,0.21
41114,1.14,0.62
41115,1.4,2.55
41116,0.27,0.47
41117,1.42,39.22
41118,0.41,7.24
41119,6.11,24.95
41120,2.84,12.57
41121,6.07,350.54
41122,28.25,0.89
41123,0.69,0.02
41124,56.67,2.17
41125,0.06,87.83
41126,1.04,112.43
41127,0.49,21.07
41128,0.0,0.19
41129,2.48,7.43
41130,1.04,0.05
41131,0.58,8.19
41132,7.57,0.27
41133,1.06,0.31
41134,13.79,2.6
41135,0.08,0.6
41136,7.04,1.24
41137,0.78,0.62
41138,0.02,0.51
41139,0.01,0.31
41140,22.92,16.09
41141,0.66,23.31
41142,0.15,7.06
41143,11.93,0.18
41144,0.15,0.05
41145,2.68,0.22
41146,9.26,0.15
41147,6.18,0.78
41148,0.05,0.64
41149,0.93,48.36
41150,2.35,0.05
41151,0.65,0.82
41152,5.09,6.08
41153,2.29,0.03
41154,0.1,0.07
41155,6.11,0.9
41156,0.97,14.16
41157,0.86,6.39
41158,0.08,3.03
41159,7.0,0.2
41160,0.03,0.0
41161,0.16,0.08
41162,16.92,97.37
41163,2.82,5.0
41164,3.15,1.93
41165,0.02,0.11
41166,0.33,18.47
41167,0.03,0.09
41168,21.4,135.73
41169,0.39,0.64
41170,0.16,6.96
41171,80.55,0.91
41172,1.3,0.04
41173,8.99,19.78
41174,2.89,1.34
41175,2.16,0.88
41176,1.88,0.23
41177,0.07,0.32
41178,0.02,0.03
41179,0.05,0.04
41180,27.28,0.39
41181,0.22,1.75
41182,0.12,1.03
41183,6.14,0.07
41184,5.13,11.31
41185,0.01,8.88
41186,0.04,3.98
41187,0.19,7.93
41188,6.02,0.4
41189,19.34,0.36
41190,0.24,0.25
41191,1.9,0.47
41192,0.12,69.57
41193,0.83,0.71
41194,5.85,1.49
41195,175.77,0.53
41196,134.09,14.72
41197,0.3,0.1
41198,5.85,0.05
41199,0.11,6.08
41200,3.38,7.43
41201,0.34,0.15
41202,130.36,5.16
41203,0.4,3.33
41204,1.65,4.07
41205,1.0,0.57
41206,0.62,6.97
41207,0.54,0.01
41208,39.83,17.61
41209,3.13,0.22
41210,3.15,0.14
41211,0.29,0.02
41212,0.64,0.57
41213,0.06,0.99
41214,7.99,0.45
41215,0.1,1.14
41216,2.8,0.49
41217,3.28,1.49
41218,0.05,0.16
41219,0.17,1.5
41220,0.92,2.06
41221,3.19,0.41
41222,24.01,1.09
41223,0.03,1.38
41224,84.42,0.26
41225,2.28,0.0
41226,0.42,0.34
41227,0.05,0.75
41228,5.53,3.0
41229,0.14,6.65
41230,0.85,1.66
41231,0.14,19.14
41232,0.98,2.34
41233,0.13,29.93
41234,0.61,0.2
41235,0.84,0.19
41236,2.24,0.32
41237,1.49,0.2
41238,0.05,0.33
41239,0.0,0.07
41240,0.21,0.13
41241,0.44,0.82
41242,0.16,0.06
41243,1.46,0.05
41244,32.03,0.04
41245,0.51,0.49
41246,4.88,1.04
41247,13.01,2.29
41248,25.57,10.38
41249,8.11,0.13
41250,2.0,2.08
41251,0.35,9.1
41252,1.82,1.15
41253,0.35,2.78
41254,0.06,734.52
41255,1.3,0.02
41256,0.13,0.11
41257,0.16,0.09
41258,4.13,0.02
41259,5.17,0.69
41260,1.86,3.82
41261,0.05,92.09
41262,0.45,0.57
41263,0.08,0.0
41264,6.5,27.16
41265,0.41,0.06
41266,0.39,2.2
41267,21.96,10.62
41268,1.26,8.02
41269,0.4,0.24
41270,1.11,0.21
41271,15.12,0.05
41272,0.08,0.19
41273,3.93,1.41
41274,0.05,0.19
41275,2.9,0.73
41276,1.38,0.13
41277,1.69,0.41
41278,0.12,1.98
41279,1.58,291.56
41280,19.82,0.28
41281,0.82,11.23
41282,0.26,0.18
41283,0.44,0.17
41284,2.59,13.3
41285,0.07,0.3
41286,20.22,0.06
41287,0.04,6.91
41288,0.08,24.76
41289,233.27,40.16
41290,0.11,0.72
41291,8.21,3.67
41292,0.26,163.4
41293,0.02,2.5
41294,0.25,0.35
41295,0.9,0.56
41296,23.22,1.66
41297,4.22,0.53
41298,0.28,0.16
41299,4.67,0.07
41300,0.02,0.13
41301,0.66,2.8
41302,3.74,0.04
41303,0.77,0.28
41304,0.74,0.74
41305,0.25,0.68
41306,0.67,0.1
41307,0.03,0.43
41308,6.64,2.37
41309,3.15,59.17
41310,57.83,0.76
41311,0.13,0.4
41312,0.54,0.64
41313,0.28,58.84
41314,1.86,0.41
41315,8.7,1.34
41316,0.1,8.81
41317,0.0,0.18
41318,0.87,10.36
41319,0.23,2.12
41320,2.16,7.0
41321,3.88,0.87
41322,0.02,386.69
41323,0.2,0.26
41324,9.95,0.82
41325,42.52,2.36
41326,1.36,0.07
41327,1.33,1.6
41328,15.02,2.76
41329,0.15,6.95
41330,0.28,29.65
41331,1.33,1.37
41332,2.55,0.05
41333,45.09,6.88
41334,6.34,1.76
41335,6.53,0.0
41336,0.17,0.09
41337,1.14,0.09
41338,4.88,2.3
41339,5.11,6.09
41340,6.58,143.72
41341,0.06,0.32
41342,8.35,0.35
41343,0.02,9.29
41344,0.28,0.42
41345,0.44,1.95
41346,8.28,0.29
41347,0.58,0.35
41348,4.79,0.67
41349,1.42,151.24
41350,0.24,0.46
41351,12.72,0.78
41352,0.16,2.66
41353,1.19,0.17
41354,7.66,0.1
41355,0.73,0.67
41356,0.62,0.04
41357,0.54,0.64
41358,0.28,0.15
41359,7.89,0.34
41360,1.94,0.63
41361,0.42,0.01
41362,0.1,1.87
41363,0.77,0.05
41364,2.57,0.01
41365,2.52,0.35
41366,207.12,4.77
41367,0.46,5.22
41368,0.72,14.0
41369,6.52,0.23
41370,86.72,1.69
41371,0.02,0.46
41372,0.69,1.6
41373,0.63,24.23
41374,0.29,0.07
41375,0.06,0.61
41376,12.13,0.36
41377,6.75,0.73
41378,3.32,18.66
41379,0.99,24.71
41380,0.38,0.04
41381,0.9,1.13
41382,0.38,2.61
41383,10.78,0.0
41384,8.27,58.89
41385,0.02,0.26
41386,0.07,0.46
41387,2.39,6.1
41388,0.02,0.01
41389,0.27,7.06
41390,0.06,63.87
41391,3.19,1.2
41392,4.1,0.5
41393,2.61,9.84
41394,6.83,0.49
41395,0.04,0.46
41396,0.24,0.35
41397,583.21,0.24
41398,1.58,3.95
41399,0.15,1.98
41400,3.28,0.24
41401,2.19,2.44
41402,0.13,0.01
41403,0.52,0.02
41404,0.77,1.45
41405,1.13,0.4
41406,0.33,9.38
41407,0.11,0.7
41408,2.79,1.76
41409,2.5,16.33
41410,16.21,0.88
41411,2.16,7.53
41412,0.08,0.03
41413,0.86,1.99
41414,3.42,5.75
41415,0.12,1.05
41416,14.03,2.94
41417,5.22,0.51
41418,3.58,15.01
41419,0.26,0.98
41420,1.72,3.21
41421,6.96,0.02
41422,1.21,0.02
41423,1.56,0.07
41424,0.02,1.52
41425,9.36,0.7
41426,4.68,1.22
41427,0.04,3.09
41428,0.33,463.11
41429,0.43,0.08
41430,0.07,1.7
41431,3.4,2.95
41432,2.1,4.61
41433,0.9,0.32
41434,0.19,1.85
41435,0.49,0.06
41436,72.64,37.1
41437,4.06,1.84
41438,1.26,0.33
41439,1.88,0.03
41440,12.53,0.72
41441,9.57,0.51
41442,0.01,6.17
41443,0.57,40.11
41444,0.16,0.04
41445,0.01,11.17
41446,1.01,3.38
41447,0.18,0.05
41448,6.43,1.47
41449,0.26,15.83
41450,0.25,0.02
41451,0.78,9.48
41452,0.02,4.31
41453,3.07,6.95
41454,1.38,2.05
41455,0.85,15.07
41456,6.75,1.43
41457,0.69,10.59
41458,0.12,0.24
41459,0.91,2.05
41460,0.9,5.41
41461,6.15,0.45
41462,0.08,0.29
41463,8.47,1.03
41464,0.11,1.79
41465,0.33,0.09
41466,6.2,0.29
41467,8.13,1.32
41468,0.82,0.0
41469,0.24,2.14
41470,5.11,19.68
41471,0.19,168.49
41472,0.16,0.09
41473,0.91,1.27
41474,0.01,5.89
41475,53.8,3.81
41476,29.42,28.51
41477,43.09,0.05
41478,2.04,0.23
41479,2.52,1.15
41480,6.03,0.0
41481,3.66,1.39
41482,2.13,10.43
41483,0.21,0.12
41484,0.91,27.05
41485,3.59,3.78
41486,7.68,1.58
41487,0.08,0.48
41488,1.36,1.5
41489,0.56,1.51
41490,1.34,0.33
41491,2.03,0.03
41492,9.07,0.2
41493,10.32,20.08
41494,0.42,3.37
41495,1.86,0.7
41496,3.49,0.07
41497,3.08,6.22
41498,16.01,1.79
41499,94.83,1.5
41500,6.35,0.42
41501,14.04,0.85
41502,0.02,0.05
41503,31.28,7.79
41504,3.91,0.24
41505,7.15,0.0
41506,2.62,0.54
41507,0.41,0.88
41508,0.23,0.5
41509,0.01,7.57
41510,27.08,2.13
41511,0.01,0.14
41512,95.0,4.42
41513,0.41,0.55
41514,0.47,1.27
41515,1.58,7.86
41516,11.91,34.36
41517,2.47,0.09
41518,1.89,1.92
41519,2.44,13.49
41520,0.98,0.16
41521,0.14,0.49
41522,0.03,1.14
41523,2.33,0.18
41524,0.08,2.7
41525,2.72,2.69
41526,1.58,0.03
41527,0.54,64.88
41528,0.0,0.07
41529,0.15,0.13
41530,0.02,1.64
41531,0.27,1.2
41532,0.18,0.1
41533,2.18,0.59
41534,0.42,0.95
41535,9.2,0.11
41536,1.2,0.24
41537,12.42,0.05
41538,0.14,0.21
41539,4.1,29.54
41540,1.44,1.45
41541,1.17,0.68
41542,0.05,3.69
41543,63.45,33.85
41544,1.53,261.88
41545,1.4,12.94
41546,45.13,2.31
41547,0.3,0.09
41548,16.97,6.25
41549,5.02,0.89
41550,61.62,2.88
41551,1.29,0.14
41552,11.94,876.55
41553,10.71,1.93
41554,2.06,51.83
41555,0.01,59.72
41556,0.07,10.22
41557,1.29,0.13
41558,1.29,0.37
41559,0.32,0.57
41560,4.12,1.08
41561,62.04,3.84
41562,0.01,0.8
41563,4.56,0.76
41564,0.28,0.26
41565,8.91,0.8
41566,0.03,0.16
41567,8.31,0.44
41568,0.99,0.24
41569,27.6,0.5
41570,2.29,105.02
41571,0.97,8.47
41572,1.44,0.98
41573,1.88,3.66
41574,8.37,3.21
41575,0.02,1.08
41576,2.23,11.89
41577,2.63,0.06
41578,1.6,0.18
41579,0.29,11.46
41580,0.04,0.38
41581,6.44,5.49
41582,305.85,1.1
41583,3.55,0.75
41584,1.78,2.45
41585,1.14,2.53
41586,0.16,0.26
41587,1.65,0.07
41588,6.24,0.59
41589,78.74,1.56
41590,0.02,0.72
41591,0.01,0.72
41592,0.16,5.75
41593,1.7,0.61
41594,2.08,5.88
41595,1.24,0.2
41596,0.03,0.6
41597,0.25,0.06
41598,0.5,1.52
41599,0.06,0.58
41600,0.75,1.03
41601,6.38,0.25
41602,2.13,8.82
41603,29.63,0.28
41604,0.19,0.24
41605,2.79,62.48
41606,0.21,1.93
41607,0.06,2.49
41608,0.07,0.09
41609,0.06,1.46
41610,5.59,0.42
41611,1.65,0.23
41612,13.78,0.06
41613,0.12,0.92
41614,20.79,1.11
41615,0.22,0.64
41616,19.35,1.0
41617,1.97,16.27
41618,7.6,6.98
41619,0.01,0.51
41620,0.22,13.37
41621,2.09,0.1
41622,14.64,3.17
41623,1.54,0.17
41624,3.64,0.22
41625,0.56,0.35
41626,0.0,0.68
41627,0.3,0.22
41628,3.55,1.44
41629,0.71,1.49
41630,0.16,0.49
41631,0.84,0.12
41632,0.32,0.58
41633,3.48,0.4
41634,41.21,1.24
41635,0.42,0.03
41636,3.93,0.54
41637,2.4,1.74
41638,0.11,0.53
41639,288.78,0.91
41640,46.39,1.87
41641,4.52,25.93
41642,0.58,9.93
41643,0.13,8.18
41644,0.77,0.66
41645,0.29,0.22
41646,0.05,4.31
41647,0.13,1.1
41648,0.8,14.25
41649,0.0,10.86
41650,0.81,2.77
41651,48.8,4.39
41652,3.77,12.26
41653,1.22,0.19
41654,0.68,0.13
41655,0.38,0.03
41656,0.73,1.06
41657,0.26,0.65
41658,0.24,12.33
41659,1.0,1.87
41660,5.23,0.32
41661,1.52,4.32
41662,3.41,4.29
41663,22.0,3.43
41664,5.33,18.28
41665,1.32,0.41
41666,1.24,0.44
41667,0.37,0.81
41668,4.0,5.41
41669,0.25,8.34
41670,76.91,1.86
41671,0.43,4.08
41672,22.03,1.01
41673,0.51,4.02
41674,1.79,2.64
41675,0.79,0.96
41676,81.74,21.75
41677,0.52,0.1
41678,0.31,150.91
41679,4.2,3.61
41680,0.14,4.59
41681,1.89,0.2
41682,17.97,1.44
41683,0.04,0.48
41684,0.38,0.33
41685,1.84,0.05
41686,0.2,1.03
41687,0.72,12.23
41688,1.04,17.44
41689,0.06,0.02
41690,0.12,0.47
41691,3.49,3.71
41692,1.13,3.2
41693,3.28,0.08
41694,1.4,0.21
41695,0.05,1.08
41696,208.9,4.07
41697,0.71,4.31
41698,7.68,6.03
41699,2.13,0.22
41700,0.13,9.11
41701,50.73,6.63
41702,3.84,4.4
41703,1.3,0.56
41704,2.9,0.07
41705,0.02,12.41
41706,0.29,0.8
41707,0.72,12.45
41708,1.58,1.41
41709,4.45,3.55
41710,0.0,0.72
41711,0.63,2.11
41712,82.74,35.17
41713,0.77,3.39
41714,0.11,0.18
41715,0.02,0.17
41716,2.98,7.38
41717,0.26,3.03
41718,2.5,1.34
41719,0.37,0.13
41720,1.93,1.36
41721,0.12,1.98
41722,0.76,2.59
41723,0.48,146.5
41724,0.86,3.68
41725,0.01,6.96
41726,5.51,0.02
41727,2.4,0.1
41728,2.6,0.28
41729,0.17,9.5
41730,0.9,1.18
41731,0.15,2.36
41732,5.15,0.6
41733,0.05,0.28
41734,0.42,209.29
41735,0.1,1.03
41736,0.1,0.61
41737,2.09,0.06
41738,0.32,9.03
41739,0.14,0.77
41740,0.05,18.74
41741,0.13,33.41
41742,7.41,0.77
41743,0.7,11.33
41744,0.08,10.32
41745,0.54,0.32
41746,0.04,2.7
41747,1.88,0.1
41748,1.39,0.37
41749,0.6,1.23
41750,2.24,0.36
41751,1.18,0.9
41752,13.68,1.63
41753,0.35,1.16
41754,1.87,0.01
41755,0.04,11.12
41756,0.57,0.89
41757,147.66,54.95
41758,1.51,1.12
41759,12.06,1.52
41760,101.42,16.05
41761,14.8,0.23
41762,0.22,2.39
41763,0.74,4.24
41764,334.39,0.23
41765,0.31,0.19
41766,46.72,3.15
41767,0.25,0.08
41768,2.17,2.68
41769,0.52,0.5
41770,0.02,1.27
41771,0.05,0.11
41772,0.01,0.0
41773,0.13,13.11
41774,2.29,30.85
41775,1.33,0.53
41776,0.25,0.15
41777,0.09,0.59
41778,7.57,8.73
41779,0.21,8.26
41780,1.67,0.05
41781,1.1,9.47
41782,7.42,0.62
41783,14.8,0.37
41784,0.69,0.12
41785,0.26,8.64
41786,4.68,1.68
41787,0.3,0.84
41788,4.77,0.21
41789,0.51,0.77
41790,13.11,0.79
41791,0.43,119.6
41792,1.57,0.19
41793,1.78,0.09
41794,0.6,0.97
41795,0.31,3.02
41796,0.35,1.66
41797,0.46,1.91
41798,1.82,28.31
41799,0.19,102.53
41800,0.07,4.02
41801,44.3,54.93
41802,24.47,0.12
41803,22.49,1.23
41804,4.0,18.81
41805,0.01,3.87
41806,21.23,0.01
41807,13.91,0.14
41808,0.17,0.35
41809,5.74,0.44
41810,0.09,7.28
41811,2.1,0.05
41812,0.2,0.83
41813,15.25,0.4
41814,0.12,2.86
41815,12.93,0.38
41816,0.08,106.1
41817,27.87,1.7
41818,0.34,0.25
41819,6.03,0.32
41820,0.64,0.02
41821,0.94,2.89
41822,28.89,0.96
41823,0.12,1.4
41824,0.01,0.22
41825,0.16,0.35
41826,3.28,1.87
41827,0.06,0.32
41828,5.99,1.31
41829,0.35,0.13
41830,0.2,1.17
41831,0.67,1.11
41832,0.18,10.2
41833,11.14,1.19
41834,0.08,0.41
41835,21.56,0.04
41836,0.05,0.12
41837,2.48,17.33
41838,0.83,12.84
41839,0.66,2.65
41840,32.67,3.36
41841,6.24,7.49
41842,0.23,47.51
41843,10.13,5.78
41844,107.7,0.16
41845,6.88,0.18
41846,9.1,7.94
41847,8.81,0.98
41848,1.24,2.78
41849,36.42,0.23
41850,3.86,0.39
41851,0.63,0.26
41852,0.56,1.27
41853,0.06,0.24
41854,5.67,0.89
41855,12.06,1.37
41856,4.42,0.94
41857,1.19,2.12
41858,0.26,13.3
41859,1.99,13.6
41860,0.52,33.26
41861,0.89,11.75
41862,0.69,0.04
41863,4.83,0.33
41864,0.76,0.02
41865,0.16,0.0
41866,2.84,1.72
41867,0.03,0.23
41868,0.05,1.91
41869,21.6,0.56
41870,0.21,0.55
41871,0.21,34.07
41872,31.38,0.94
41873,0.93,5.85
41874,0.13,0.33
41875,0.76,24.2
41876,0.23,3.42
41877,1.13,4.27
41878,0.55,0.61
41879,0.4,0.69
41880,9.47,18.58
41881,10.87,0.68
41882,2.71,1.22
41883,43.11,2.31
41884,3.77,0.3
41885,0.29,11.78
41886,1.54,0.24
41887,8.24,0.05
41888,1.8,0.86
41889,0.32,0.01
41890,0.05,0.17
41891,0.02,62.48
41892,32.6,19.99
41893,0.87,0.58
41894,9.94,1.14
41895,9.29,0.79
41896,0.45,0.5
41897,4.35,0.07
41898,0.25,0.93
41899,0.33,0.2
41900,0.77,1.81
41901,0.46,2.36
41902,4.42,0.03
41903,3.89,3.57
41904,3.91,0.32
41905,28.56,175.07
41906,0.72,7.47
41907,2.43,3.41
41908,81.09,0.02
41909,13.39,5.13
41910,2.31,0.01
41911,2.01,13.19
41912,0.24,3.85
41913,0.35,0.08
41914,0.28,40.73
41915,22.74,0.03
41916,0.91,2.86
41917,0.55,1.42
41918,0.2,0.92
41919,2.99,9.26
41920,2.53,0.25
41921,25.69,0.67
41922,0.65,1.0
41923,0.48,49.56
41924,0.01,0.14
41925,1.93,5.26
41926,0.08,8.42
41927,0.2,1.02
41928,1.55,0.06
41929,7.94,0.13
41930,1.08,0.39
41931,15.22,6.42
41932,28.75,9.74
41933,0.2,0.26
41934,5.99,0.64
41935,8.23,4.23
41936,1.52,3.21
41937,0.03,11.19
41938,21.85,0.02
41939,5.09,0.91
41940,5.65,0.26
41941,10.64,3.49
41942,2.1,0.09
41943,0.27,29.97
41944,10.25,0.09
41945,0.51,0.0
41946,0.07,0.04
41947,41.87,2.45
41948,0.02,4.9
41949,69.74,0.09
41950,106.24,21.13
41951,0.26,0.02
41952,0.19,0.24
41953,8.77,24.06
41954,0.05,14.83
41955,0.78,0.37
41956,0.16,2.4
41957,1.94,0.07
41958,0.09,0.37
41959,5.98,4.32
41960,0.02,0.23
41961,0.12,0.53
41962,2.64,12.83
41963,10.29,0.01
41964,0.78,9.0
41965,0.21,0.6
41966,2.86,0.84
41967,38.69,0.82
41968,6.22,0.08
41969,0.24,38.15
41970,2.39,1.22
41971,1.33,0.09
41972,0.46,0.54
41973,0.11,2.72
41974,41.3,6.15
41975,0.15,0.33
41976,0.21,2.48
41977,0.02,0.92
41978,0.85,0.7
41979,0.04,10.79
41980,5.34,0.02
41981,0.08,0.75
41982,0.15,0.38
41983,22.12,1.16
41984,10.63,0.32
41985,2.41,0.05
41986,2.07,0.19
41987,0.01,0.02
41988,14.51,1.25
41989,0.09,0.16
41990,0.45,22.22
41991,0.18,0.22
41992,1.65,13.26
41993,0.08,0.23
41994,0.17,0.63
41995,0.41,0.91
41996,2.54,0.35
41997,0.12,0.18
41998,15.1,0.17
41999,0.02,0.93
42000,0.02,0.34
42001,0.02,2.58
42002,0.12,0.2
42003,0.04,6.26
42004,0.22,18.85
42005,0.42,7.02
42006,0.05,0.32
42007,58.93,1.19
42008,2.34,0.01
42009,30.96,2.27
42010,16.26,0.33
42011,0.57,5.1
42012,5.15,1.3
42013,0.14,0.21
